TIME,NOME,POSICAO,ALTURA,PESO
PALMEIRAS,KAIQUE,GOLEIRO,1.91,87
PALMEIRAS,PEDRO HENRIQUE,DEFENSOR,1.93,82
PALMEIRAS,CLAUDINEI,DEFENSOR,1.78,76
PALMEIRAS,JONATHAN ALECXANDER,DEFENSOR,1.80,7
PALMEIRAS,MARCOS ROCHA,DEFENSOR,1.75,73
PALMEIRAS,RENAN,DEFENSOR,1.85,83
PALMEIRAS,BENJAMIN KUSCEVIC,DEFENSOR,1.83,76
PALMEIRAS,JORGE,DEFENSOR,1.83,78
PALMEIRAS,LUCAS ESTEVES,DEFENSOR,1.88,86
PALMEIRAS,MAYKE,DEFENSOR,1.78,68
PALMEIRAS,LUAN,DEFENSOR,1.88,86
PALMEIRAS,GUSTAVO GOMEZ,DEFENSOR,1.85,86
PALMEIRAS,MATIAS VINA,DEFENSOR,1.75,68
PALMEIRAS,JOAQUIA PIQUEREZ,DEFENSOR,1.83,81
PALMEIRAS,VICTOR LUIZ,DEFENSOR,1.80,76
PALMEIRAS,GUSTAVO,DEFENSOR,1.78,68
PALMEIRAS,ALAN EMPEREUR,DEFENSOR,1.85,82
PALMEIRAS,LUCAS BRENO,DEFENSOR,,
PALMEIRAS,HENRI SANTOS,DEFENSOR,1.88,77
PALMEIRAS,VANDERLAN,DEFENSOR,1.83,73
PALMEIRAS,LUCAS FREITAS,DEFENSOR,1.83,73
PALMEIRAS,MICHEL AUGUSTO,DEFENSOR,1.88,81
PALMEIRAS,GABRIEL VINICIUS,MEIO-CAMPO,1.83,78
PALMEIRAS,IVAN ANGULO,MEIO-CAMPO,1.70,66
PALMEIRAS,ERICK PULAS,MEIO-CAMPO,1.75,66
PALMEIRAS,VITINHO,MEIO-CAMPO,1.68,68
PALMEIRAS,PATRICK DE PAULA,MEIO-CAMPO,1.78,78
PALMEIRAS,ZE RAFAEL,MEIO-CAMPO,1.75,71
PALMEIRAS,GUSTAVO SCARPA,MEIO-CAMPO,1.75,73
PALMEIRAS,DANILO,MEIO-CAMPO,1.83,73
PALMEIRAS,LUCAS LIMA,MEIO-CAMPO,1.75,68
PALMEIRAS,RAPHAEL VEIGA,MEIO-CAMPO,1.78,77
PALMEIRAS,GABRIEL MENINO,MEIO-CAMPO,1.78,78
PALMEIRAS,DANILO DOS SANTOS,MEIO-CAMPO,1.75,68
PALMEIRAS,FELIPE MELO,MEIO-CAMPO,1.85,83
PALMEIRAS,KAIKY MARQUES,MEIO-CAMPO,1.80,78
PALMEIRAS,RAMON CESAR,MEIO-CAMPO,1.0,73
PALMEIRAS,FABINHO,MEIO-CAMPO,1.78,73
PALMEIRAS,MATHEUS FERNANDES,MEIO-CAMPO,1.83,68
PALMEIRAS,JHONATAN,MEIO-CAMPO,1.78,73
PALMEIRAS,PEDRO ACACIO,MEIO-CAMPO,1.73,63
PALMEIRAS,PEDRO HENRIQUE R.,MEIO-CAMPO,1.78,82
PALMEIRAS,CAIO SANTOS,MEIO-CAMPO,1.75,72
PALMEIRAS,ANIBAL VEGA,ATACANTE,1.80,78
PALMEIRAS,MARINO HINESTROZA,ATACANTE,1.70,58
PALMEIRAS,ROBINHO,ATACANTE,1.70,68
PALMEIRAS,YAGO SANTOS,ATACANTE,,
PALMEIRAS,KEVIN MACEDO,ATACANTE,1.75,71
PALMEIRAS,RONY,ATACANTE,1.68,63
PALMEIRAS,LUAN SANTOS,ATACANTE,1.78,72
PALMEIRAS,LUIZ ADRIANO,ATACANTE,1.83,71
PALMEIRAS,WESLEY,ATACANTE,1.78,67
PALMEIRAS,DEYVERSON,ATACANTE,1.88,78
PALMEIRAS,BRENO,ATACANTE,1.75,78
PALMEIRAS,GABRIEL VERON,ATACANTE,1.75,73
PALMEIRAS,WILLIAM,ATACANTE,1.70,78
PALMEIRAS,PAPAGAIO,ATACANTE,1.83,78
PALMEIRAS,MARCELINHO,ATACANTE,1.65,63
PALMEIRAS,ALAN EMPEREUR,ATACANTE,1.63,57
PALMEIRAS,DUDU,ATACANTE,1.68,66
PALMEIRAS,NEWTON WILLIAMS,ATACANTE,1.91,
PALMEIRAS,GABRIEL SILVA VIEIRA,ATACANTE,1.75,71
PALMEIRAS,VITOR HUGO,ATACANTE,1.80,77
PALMEIRAS,GIOVANI,ATACANTE,1.83,68
RED BULL BRAGANTINO,FABRICIO BRUNO,GOLEIRO,1.91,68
RED BULL BRAGANTINO,JULIO CESAR,GOLEIRO,1.85,82
RED BULL BRAGANTINO,MAYCON CLEITON,GOLEIRO,1.91,77
RED BULL BRAGANTINO,CLEITON,GOLEIRO,1.91,82
RED BULL BRAGANTINO,LEONARDO REALPE,DEFENSOR,1.85,
RED BULL BRAGANTINO,LEO ORTIZ,DEFENSOR,1.85,82
RED BULL BRAGANTINO,EDIMAR,DEFENSOR,1.80,68
RED BULL BRAGANTINO,ADERLAN SILVA,DEFENSOR,1.78,71
RED BULL BRAGANTINO,FABRICIO BRUNO,DEFENSOR,1.78,71
RED BULL BRAGANTINO,WEVERTON,DEFENSOR,1.93,88
RED BULL BRAGANTINO,NATAN,DEFENSOR,,
RED BULL BRAGANTINO,CESAR HAYDAR,DEFENSOR,1.88,
RED BULL BRAGANTINO,WEVERSON,DEFENSOR,1.83,71
RED BULL BRAGANTINO,LUAN CANDIDO,DEFENSOR,1.85,
RED BULL BRAGANTINO,RAFAEL,DEFENSOR,1.88,78
RED BULL BRAGANTINO,GUILHERME ALMEIDA,MEIO-CAMPO,,
RED BULL BRAGANTINO,MIGUEL SILVEIRA,MEIO-CAMPO,1.75,
RED BULL BRAGANTINO,JADSOM,MEIO-CAMPO,1.73,
RED BULL BRAGANTINO,LUCAS EVANGELISTA,MEIO-CAMPO,1.83,78
RED BULL BRAGANTINO,RAMIRES,MEIO-CAMPO,1.75,67
RED BULL BRAGANTINO,RAUL,MEIO-CAMPO,1.80,73
RED BULL BRAGANTINO,BRUNO CONCEICAO,MEIO-CAMPO,,
RED BULL BRAGANTINO,VITINHO,MEIO-CAMPO,1.75,68
RED BULL BRAGANTINO,BRUNO GONCALVEZ,MEIO-CAMPO,,
RED BULL BRAGANTINO,CRISTIANO,MEIO-CAMPO,,
RED BULL BRAGANTINO,EMILIANO MARTINEZ,MEIO-CAMPO,1.83,63
RED BULL BRAGANTINO,GONZALO,MEIO-CAMPO,1.98,88
RED BULL BRAGANTINO,LUCIANO SILVA,MEIO-CAMPO,,
RED BULL BRAGANTINO,RAGINALDO RAMIRES,ATACANTE,1.78,
RED BULL BRAGANTINO,ARTUR,ATACANTE,1.68,63
RED BULL BRAGANTINO,ALERRANDO,ATACANTE,1.75,57
RED BULL BRAGANTINO,HELINHO,ATACANTE,1.75,66
RED BULL BRAGANTINO,YTALO,ATACANTE,1.80,73
RED BULL BRAGANTINO,BRUNO,ATACANTE,,
RED BULL BRAGANTINO,LEANDRINHO,ATACANTE,1.75,66
RED BULL BRAGANTINO,JAN CARLOS HURTADO,ATACANTE,1.83,71
RED BULL BRAGANTINO,TOMAS CUELLO,ATACANTE,1.78,63
RED BULL BRAGANTINO,PEDRINHO,ATACANTE,1.75,63
RED BULL BRAGANTINO,GABRIEL NOVAES,ATACANTE,,
SANTOS,JOHN,GOLEIRO,1.93,78
SANTOS,JOAO PAULO,GOLEIRO,1.91,78
SANTOS,PAULO MAZOTI,GOLEIRO,1.88,82
SANTOS,DIOGENES,GOLEIRO,,
SANTOS,MAICON,DEFENSOR,1.91,73
SANTOS,AURO,DEFENSOR,1.68,62
SANTOS,LUIZ FELIPE,DEFENSOR,1.85,78
SANTOS,FELIPE JONATAN,DEFENSOR,1.75,76
SANTOS,EDUARDO GABRIEL,DEFENSOR,1.85,76
SANTOS,MADSON,DEFENSOR,1.83,73
SANTOS,ROBSON,DEFENSOR,,
SANTOS,KAIKY,DEFENSOR,,
SANTOS,LUCAS PIRES,DEFENSOR,,
SANTOS,DERICK,DEFENSOR,,
SANTOS,EMILIANO VELAZQUEZ,DEFENSOR,1.83,78
SANTOS,WILLIAN MARANHAO,MEIO-CAMPO,1.78,78
SANTOS,RODRIGO FERNANDEZ,MEIO-CAMPO,1.74,76
SANTOS,JHOJAN JULIO,MEIO-CAMPO,1.65,58
SANTOS,SANDRY,MEIO-CAMPO,1.75,
SANTOS,CARLOS SANCHEZ,MEIO-CAMPO,1.75,68
SANTOS,JOBSON,MEIO-CAMPO,1.85,78
SANTOS,IVONEI RABELO,MEIO-CAMPO,,
SANTOS,VINICIUS,MEIO-CAMPO,,
SANTOS,AUGUSTO GALVAN,MEIO-CAMPO,1.73,68
SANTOS,GABRIEL PIRANI,MEIO-CAMPO,,
SANTOS,LUCAS BARBOSA,MEIO-CAMPO,1.75,73
SANTOS,KELVIN MALTHUS,MEIO-CAMPO,,
SANTOS,VINICIUS,MEIO-CAMPO,,
SANTOS,CAMACHO,MEIO-CAMPO,1.83,71
SANTOS,BRUNO FELIPE,MEIO-CAMPO,,
SANTOS,LUIZ HENRIQUE,MEIO-CAMPO,1.78,
SANTOS,MARCOS LEONARDO,ATACANTE,,
SANTOS,RICARDO GOULART,ATACANTE,1.83,82
SANTOS,RWAN SECO,ATACANTE,,
SANTOS,MARCOS GUILHERME,ATACANTE,1.73,66
SANTOS,ANGELO GABRIEL,ATACANTE,1.73,67
SANTOS,LUCAS BRAGA,ATACANTE,1.75,
SANTOS,TAILSON,ATACANTE,1.75,67
SANTOS,ALLANZINHO,ATACANTE,,
SANTOS,LEO BAPTISTAO,ATACANTE,1.80,72
SAO PAULO,TIAGO VOLPI,GOLEIRO,1.85,87
SAO PAULO,LUCAS PERRI,GOLEIRO,1.93,88
SAO PAULO,YOUNG,GOLEIRO,2.03,87
SAO PAULO,THIAGO COUTO,GOLEIRO,1.88,78
SAO PAULO,THIAGO DOMBROSKI,DEFENSOR,,
SAO PAULO,IGOR,DEFENSOR,1.75,68
SAO PAULO,BRUNO ALVES,DEFENSOR,1.85,83
SAO PAULO,DIEGO COSTA,DEFENSOR,1.83,73
SAO PAULO,ROBERT ARBOLEDA,DEFENSOR,1.88,83
SAO PAULO,REINALDO,DEFENSOR,1.78,73
SAO PAULO,LEO,DEFENSOR,1.83,71
SAO PAULO,LUIS OREJUELA,DEFENSOR,1.80,71
SAO PAULO,GABRIEL GOMES,DEFENSOR,1.88,78
SAO PAULO,MIRANDA,DEFENSOR,1.85,78
SAO PAULO,RODRIGO FREITAS,DEFENSOR,1.88,81
SAO PAULO,WELINGTON,DEFENSOR,1.78,72
SAO PAULO,PATRYCK,DEFENSOR,1.80,68
SAO PAULO,LUIZAO,DEFENSOR,1.78,72
SAO PAULO,ANILSON DOURADO,DEFENSOR,1.78,68
SAO PAULO,WALCE,DEFENSOR,1.88,73
SAO PAULO,NATHAN,DEFENSOR,1.85,77
SAO PAULO,CAIO,DEFENSOR,1.78,68
SAO PAULO,PABLO MAIA,MEIO-CAMPO,,
SAO PAULO,JOAO ROJAS,MEIO-CAMPO,1.73,63
SAO PAULO,MARTIN BENITEZ,MEIO-CAMPO,1.73,72
SAO PAULO,VITOR BUENO,MEIO-CAMPO,1.83,81
SAO PAULO,LUAN,MEIO-CAMPO,1.75,81
SAO PAULO,LIZIERO,MEIO-CAMPO,1.75,68
SAO PAULO,GABRIEL NEVES,MEIO-CAMPO,1.70,72
SAO PAULO,WILLIAM,MEIO-CAMPO,1.73,72
SAO PAULO,SHAYLON,MEIO-CAMPO,1.78,68
SAO PAULO,RODRIGO NESTOR,MEIO-CAMPO,1.75,63
SAO PAULO,IGOR GOMES,MEIO-CAMPO,1.83,73
SAO PAULO,LUCAS BERALDO,MEIO-CAMPO,1.80,77
SAO PAULO,TALLES COSTA,MEIO-CAMPO,1.73,63
SAO PAULO,CAIQUE,MEIO-CAMPO,1.78,71
SAO PAULO,JOAO PALMBERG,MEIO-CAMPO,1.78,72
SAO PAULO,PEDRO VERONEZ,MEIO-CAMPO,1.70,68
SAO PAULO,BAGRIEL FALCAO,MEIO-CAMPO,1.73,68
SAO PAULO,RAFAEL SILVA,MEIO-CAMPO,1.73,68
SAO PAULO,CAIO MATHUES,ATACANTE,,
SAO PAULO,PABLO TEIXEIRA,ATACANTE,1.88,78
SAO PAULO,LUCIANO,ATACANTE,1.80,77
SAO PAULO,EDER,ATACANTE,1.80,72
SAO PAULO,ANTONIO GALEANO,ATACANTE,1.68,68
SAO PAULO,JOAO ADRIANO,ATACANTE,1.80,73
SAO PAULO,JONATHAN CALLERI,ATACANTE,1.80,72
SAO PAULO,JUAN,ATACANTE,1.75,76
SAO PAULO,VITINHO,ATACANTE,1.70,63
SAO PAULO,MARQUINHOS,ATACANTE,1.75,77
SAO PAULO,EMILIANO RIGONI,ATACANTE,1.80,68
SPORT ,SAULO,GOLEIRO,1.91,78
SPORT ,MAILSON,GOLEIRO,1.98,
SPORT ,DENIVAL,GOLEIRO,,
SPORT ,CARLOS EDUARDO,GOLEIRO,1.93,82
SPORT ,HAYNER,DEFENSOR,1.75,68
SPORT ,RENZO,DEFENSOR,,
SPORT ,RAFAEL THYERE,DEFENSOR,1.91,83
SPORT ,PEDRO HENRIQUE,DEFENSOR,1.88,81
SPORT ,SABINO,DEFENSOR,1.83,
SPORT ,CHICO,DEFENSOR,,
SPORT ,LUCIANO,DEFENSOR,1.75,
SPORT ,VICTOR GABRIEL,DEFENSOR,,
SPORT ,PEDRAO,DEFENSOR,,
SPORT ,SANDER,DEFENSOR,1.78,68
SPORT ,DIEGO FERREIRA,DEFENSOR,,
SPORT ,EWERTON,DEFENSOR,,
SPORT ,NICOLAS AGUIRRE,MEIO-CAMPO,1.80,78
SPORT ,RONALDO,MEIO-CAMPO,1.80,71
SPORT ,HERNANES,MEIO-CAMPO,1.80,78
SPORT ,GUSTAVO,MEIO-CAMPO,1.78,
SPORT ,ZE WELISON ,MEIO-CAMPO,1.75,81
SPORT ,BETINHO,MEIO-CAMPO,1.83,68
SPORT ,THIAGO LOPES,MEIO-CAMPO,1.78,76
SPORT ,THIAGO NEVES,MEIO-CAMPO,1.83,78
SPORT ,MARVELO,MEIO-CAMPO,,
SPORT ,CRISTIANO,MEIO-CAMPO,,
SPORT ,ITALO,MEIO-CAMPO,,
SPORT ,MARCAO SILVA,MEIO-CAMPO,1.85,78
SPORT ,PEDRO,MEIO-CAMPO,,
SPORT ,EVERTON FELIPE,MEIO-CAMPO,1.70,71
SPORT ,NEILTON,ATACANTE,1.65,57
SPORT ,SANTIAGO TRELLEZ,ATACANTE,1.85,76
SPORT ,LEANDRO BARCIA,ATACANTE,1.75,68
SPORT ,EVERALDO,ATACANTE,1.73,67
SPORT ,KELSEN,ATACANTE,,
SPORT ,FLAVIO EUGENIO,ATACANTE,,
SPORT ,ANDRE,ATACANTE,1.83,77
SPORT ,PAULINHO,ATACANTE,1.70,62
SPORT ,MIKAEL,ATACANTE,,
